Date,Open,High,Low,Close,Adj Close,Volume,Return,MA_20,MA_50,Volume_Change
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,253.92137145996094,329566100,0.08548630309818428,304.99950180053713,319.26200225830075,-0.15974322619892323
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,226.13636779785156,297240000,-0.10942373540494488,300.1120018005371,317.56160247802734,-0.09808684813152813
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,238.34591674804688,262070500,0.05399206428476466,295.9155014038086,316.1694024658203,-0.11832021262279635
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,226.27777099609375,327597100,-0.05063292285300003,290.9985015869141,314.49660217285157,0.25003424651000405
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,226.75860595703125,289322000,0.002124977111816362,286.1765007019043,312.8522018432617,-0.11683589384643511
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,216.9866180419922,347158800,-0.0486881698163496,280.94250030517577,310.93920166015624,0.1999046045582431
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,211.43870544433594,326025200,-0.025568208153355143,275.9689994812012,308.8652017211914,-0.06087588734607907
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,230.59568786621094,235494500,0.09060326182884682,272.4939994812012,307.21400177001954,-0.2776800689026493
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,234.0477752685547,299430300,0.014970180880194084,269.2584991455078,305.5908013916016,0.2714959372724204
2020-03-26,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,247.71376037597656,257632800,0.05838980231338309,267.4429992675781,304.26580139160154,-0.13959008156489172
2020-03-27,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,240.33544921875,224341200,-0.029785657253030173,265.30099868774414,302.77040130615234,-0.12922112401837038
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,248.14053344726562,171369500,0.03247571536186511,262.92899856567385,301.38500091552737,-0.23612114047709476
2020-03-31,260.55999755859375,263.3299865722656,256.2200012207031,257.75,244.44187927246094,194881100,-0.01490538500844496,260.80449905395506,299.9010006713867,0.1371982762393542
2020-04-01,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,233.4407958984375,189554600,-0.045004873340506735,257.4689994812012,298.198000793457,-0.027332050157762855
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,238.82754516601562,177660400,0.023075393359379692,254.9375,296.6078009033203,-0.06274814749945401
2020-04-03,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,235.37550354003906,135561200,-0.014454192761712337,252.4740005493164,294.93720092773435,-0.23696445578193004
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,251.18479919433594,188061200,0.06716621437679282,252.00549926757813,293.6590008544922,0.3872789559254417
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,251.44091796875,201427200,0.0010194802770664424,250.84099884033202,292.4916009521484,0.07107260827858175
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,259.8812561035156,153774500,0.03356841448563386,250.82449951171876,291.4344006347656,-0.2365752986687002
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,263.8360900878906,189999200,0.015217361041894195,252.32900009155273,290.4660009765625,0.23557026685178628
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,261.42718505859375,114839100,-0.009130152528647795,252.64599990844727,289.42560119628905,-0.3955811392890075
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,269.137451171875,134143400,0.029492870836560936,254.84300003051757,288.66680114746094,0.16809867022642977
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,263.4187316894531,121775000,-0.021248101052656954,256.09100036621095,287.7396014404297,-0.09220282175641892
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,264.6895751953125,131798300,0.004824295401707923,258.0460006713867,286.74040161132814,0.08230999794703342
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,271.84027099609375,146684800,0.027015436689475925,260.3525016784668,285.8160021972656,0.11294910480635934
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,267.0509948730469,100109300,-0.017617980925449972,262.99200134277345,284.76820190429686,-0.31752097013460157
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,258.94244384765625,126385700,-0.030363251195576146,265.4965019226074,283.5850018310547,0.2624771125160199
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,264.6895751953125,92951600,0.022194540612888725,267.294002532959,282.47340209960936,-0.2645402130146053
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,264.6705322265625,104709700,-7.172888144824086e-05,268.90850219726565,281.3498016357422,0.126497015651156
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,268.3597412109375,85063200,0.013938708741589423,269.9970016479492,280.26080139160155,-0.18762827130628779
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,272.22900390625,77896600,0.014418442077481775,271.6785011291504,279.2606011962891,-0.08425029860151045
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,270.97723388671875,105270000,-0.004598421399664487,272.88250198364256,278.2232012939453,0.3514068649979589
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,278.0710144042969,118745600,0.026178490817010847,274.6555015563965,277.3528009033203,0.1280098793578417
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,275.48199462890625,122901700,-0.009310666581320293,276.8720024108887,276.3956011962891,0.035000033685458565
2020-05-01,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,268.1890563964844,125180000,-0.026473430702838252,278.42000274658204,275.31240112304687,0.01853757921981547
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,268.9287414550781,80873200,0.0027582260890697263,280.18900299072266,274.3142010498047,-0.3539447196037706
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,271.41351318359375,79569900,0.00923932379841541,281.25550384521483,273.5896008300781,-0.016115350944441387
